#pentole,,Così Benni potr&agrave; mangiare la carbonara,
#set_coltelli,,,
#set_bicchieri,,,
#set_posate,,,
#set_barman,,,
#centrifughe.jpeg,Centrifuga,boh,10
#macchina_sottovuoto.jpeg,Macchina per il Sottovuoto,E poi il ciauscolo come lo conservi?,10
#moulinex.jpeg,Moulinex,descr1,10
#paiolo.jpeg,Paiolo per polenta,descr1,10
#tritatutto.jpeg,Tritatutto,Cosa cambia dal frullatore?,40
#vaporiera.jpeg,regalo2,descr1,40
